fifa_version,short_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,club_name,nationality_name
24.0,D. Calvert-Lewin,ST,77,78.0,75.0,64.0,72.0,39.0,76.0,Everton,England
24.0,S. Posch,"RB, CB",77,78.0,29.0,58.0,46.0,81.0,75.0,Bologna,Austria
24.0,M. Schwäbe,GK,77,,,,,,,FC Köln,Germany
24.0,André Horta,"CM, CDM",77,73.0,70.0,76.0,78.0,67.0,71.0,Sporting Braga,Portugal
24.0,J. St. Juste,"CB, RB",77,93.0,58.0,65.0,74.0,79.0,73.0,Sporting CP,Netherlands
24.0,L. Tousart,"CDM, CM",77,62.0,56.0,65.0,69.0,77.0,84.0,FC Union Berlin,France
24.0,L. Martínez Quarta,CB,77,63.0,56.0,69.0,70.0,76.0,79.0,Fiorentina,Argentina
24.0,L. García,"ST, RM",77,89.0,73.0,71.0,82.0,35.0,82.0,AEK Athens,Trinidad and Tobago
24.0,B. Heynen,"CDM, CM",77,63.0,73.0,75.0,74.0,73.0,75.0,Genk,Belgium
24.0,T. Awoniyi,ST,77,77.0,76.0,59.0,70.0,32.0,81.0,Nottingham Forest,Nigeria
24.0,U. Sadiq,ST,77,83.0,76.0,60.0,72.0,30.0,76.0,Real Sociedad,Nigeria
24.0,Rafa Mir,ST,77,78.0,77.0,66.0,72.0,45.0,79.0,Sevilla,Spain
24.0,K. Itakura,"CB, CDM",77,73.0,45.0,59.0,70.0,79.0,77.0,Borussia Mönchengladbach,Japan
24.0,J. Ikoné,"RW, RM",77,89.0,67.0,72.0,83.0,35.0,61.0,Fiorentina,France
24.0,T. Hübers,CB,77,76.0,40.0,56.0,59.0,79.0,75.0,FC Köln,Germany
24.0,C. Kouamé,"ST, RW, LW",77,82.0,72.0,68.0,77.0,40.0,73.0,Fiorentina,Côte d'Ivoire
24.0,Melendo,"CM, RM, CAM",77,80.0,68.0,78.0,78.0,60.0,60.0,Granada,Spain
24.0,Stephen Eustáquio,"CDM, CM",77,67.0,64.0,75.0,73.0,73.0,74.0,Porto,Canada
24.0,R. Faivre,"RM, CM, CAM",77,72.0,73.0,76.0,79.0,62.0,67.0,Lorient,France
24.0,B. Sosa,LB,77,76.0,53.0,78.0,78.0,70.0,71.0,Ajax,Croatia
24.0,K. Aktürkoğlu,"LM, LW",77,84.0,73.0,71.0,79.0,38.0,56.0,Galatasaray,Turkey
24.0,R. Garro,"CAM, LM",77,68.0,75.0,79.0,76.0,46.0,53.0,Talleres Córdoba,Argentina
24.0,C. Lenglet,CB,77,66.0,45.0,69.0,64.0,77.0,75.0,Aston Villa,France
24.0,Y. Mina,CB,77,37.0,54.0,58.0,57.0,77.0,73.0,Fiorentina,Colombia
24.0,N. Elvedi,CB,77,69.0,39.0,64.0,66.0,78.0,78.0,Borussia Mönchengladbach,Switzerland
24.0,N. Amiri,"CAM, CM",77,67.0,72.0,77.0,81.0,55.0,68.0,Bayer 04 Leverkusen,Germany
24.0,M. Niakhaté,CB,77,75.0,42.0,63.0,65.0,78.0,77.0,Nottingham Forest,Senegal
24.0,J. Ryerson,"LB, RB",77,74.0,60.0,68.0,75.0,73.0,80.0,Borussia Dortmund,Norway
24.0,M. Turner,GK,77,,,,,,,Nottingham Forest,United States
24.0,Domingos Duarte,CB,77,47.0,35.0,58.0,52.0,78.0,78.0,Getafe,Portugal
24.0,M. Munetsi,"CDM, CAM, CM",77,68.0,69.0,69.0,70.0,73.0,80.0,Stade de Reims,Zimbabwe
24.0,Rodrigo Becão,CB,77,49.0,33.0,56.0,50.0,79.0,72.0,Fenerbahçe,Brazil
24.0,S. Kalajdžić,ST,77,55.0,75.0,68.0,72.0,46.0,71.0,Wolverhampton Wanderers,Austria
24.0,Andreas Pereira,CAM,77,76.0,75.0,78.0,78.0,66.0,69.0,Fulham,Brazil
24.0,R. Loftus-Cheek,"CM, CDM, RWB",77,65.0,68.0,75.0,78.0,67.0,75.0,Milan,England
24.0,Fábio Cardoso,CB,77,61.0,32.0,53.0,64.0,77.0,81.0,Porto,Portugal
24.0,A. Miranchuk,"CF, CAM",77,72.0,72.0,76.0,80.0,31.0,61.0,Atalanta,Russia
24.0,G. Maripán,CB,77,32.0,42.0,58.0,53.0,78.0,79.0,Monaco,Chile
24.0,P. Billing,"CM, CAM",77,59.0,78.0,73.0,75.0,71.0,81.0,AFC Bournemouth,Denmark
24.0,D. Sánchez,CB,77,73.0,47.0,54.0,64.0,77.0,78.0,Galatasaray,Colombia
24.0,L. Boyé,ST,77,69.0,76.0,64.0,79.0,49.0,81.0,Granada,Argentina
24.0,T. Castagne,"RB, LB, RW",77,73.0,56.0,71.0,75.0,74.0,71.0,Fulham,Belgium
24.0,O. Pineda,"CAM, LM, CM",77,81.0,75.0,72.0,81.0,64.0,69.0,AEK Athens,Mexico
24.0,Guruzeta,ST,77,72.0,76.0,68.0,76.0,42.0,74.0,Athletic Club,Spain
24.0,M. Grujić,"CM, CDM",77,60.0,71.0,72.0,77.0,74.0,82.0,Porto,Serbia
24.0,Ç. Söyüncü,CB,77,69.0,46.0,59.0,64.0,76.0,78.0,Atlético Madrid,Turkey
24.0,K. Tsimikas,LB,77,80.0,56.0,72.0,75.0,72.0,75.0,Liverpool,Greece
24.0,Gabriel Strefezza,"RW, ST",77,82.0,68.0,75.0,79.0,29.0,50.0,Lecce,Brazil
24.0,S. Lukić,"CM, CDM",77,59.0,68.0,77.0,78.0,68.0,72.0,Fulham,Serbia
24.0,D. Muñoz,"RB, CB",77,82.0,65.0,69.0,71.0,75.0,78.0,Genk,Colombia
24.0,M. Gómez,ST,77,63.0,78.0,68.0,72.0,32.0,82.0,Cádiz,Uruguay
24.0,De Frutos,RM,77,83.0,72.0,74.0,78.0,41.0,64.0,Rayo Vallecano,Spain
24.0,Pepe Reina,GK,77,,,,,,,Villarreal,Spain
24.0,J. Milner,"CM, RB",77,53.0,70.0,79.0,76.0,76.0,75.0,Brighton & Hove Albion,England
24.0,Raúl García,"ST, CAM",77,33.0,80.0,81.0,75.0,59.0,83.0,Athletic Club,Spain
24.0,Marcano,CB,77,50.0,46.0,60.0,59.0,79.0,71.0,Porto,Spain
24.0,J. Hernández,ST,77,68.0,76.0,64.0,76.0,31.0,68.0,LA Galaxy,Mexico
24.0,Willian,"LM, RM",77,72.0,77.0,77.0,81.0,49.0,55.0,Fulham,Brazil
24.0,O. Ighalo,ST,77,62.0,78.0,65.0,73.0,43.0,84.0,Al Wahda,Nigeria
24.0,F. Borini,"LW, LM, ST",77,76.0,77.0,73.0,77.0,46.0,70.0,Sampdoria,Italy
24.0,C. Stuani,ST,77,66.0,80.0,69.0,70.0,48.0,84.0,Girona,Uruguay
24.0,A. Budimir,ST,77,59.0,77.0,49.0,74.0,35.0,77.0,Osasuna,Croatia
24.0,A. Cresswell,"LB, CB",77,58.0,60.0,75.0,75.0,77.0,67.0,West Ham United,England
24.0,Ł. Skorupski,GK,77,,,,,,,Bologna,Poland
24.0,Illarramendi,"CM, CDM",77,41.0,69.0,76.0,76.0,75.0,67.0,Dallas,Spain
24.0,D. Blind,"CB, LB",77,35.0,62.0,80.0,78.0,81.0,66.0,Girona,Netherlands
24.0,Jaume Costa,LWB,77,70.0,61.0,70.0,72.0,76.0,68.0,Mallorca,Spain
24.0,C. Trimmel,"RWB, RM",77,70.0,65.0,74.0,68.0,75.0,81.0,FC Union Berlin,Austria
24.0,M. Braithwaite,"ST, LM",77,80.0,77.0,72.0,77.0,34.0,75.0,Espanyol,Denmark
24.0,I. Gueye,"CDM, CM",77,61.0,60.0,66.0,72.0,80.0,70.0,Everton,Senegal
24.0,R. Gikiewicz,GK,77,,,,,,,Ankaragücü,Poland
24.0,C. Dawson,CB,77,44.0,47.0,59.0,55.0,80.0,76.0,Wolverhampton Wanderers,England
24.0,D. Ings,ST,77,70.0,80.0,69.0,75.0,45.0,68.0,West Ham United,England
24.0,Y. Rakitskyi,CB,77,64.0,67.0,76.0,69.0,77.0,80.0,Shakhtar Donetsk,Ukraine
24.0,E. Pérez,"CDM, CM",77,66.0,65.0,75.0,76.0,74.0,76.0,River Plate,Argentina
24.0,M. Ducksch,ST,77,69.0,78.0,76.0,73.0,34.0,70.0,Werder Bremen,Germany
24.0,F. Lejeune,CB,77,48.0,57.0,63.0,64.0,77.0,70.0,Rayo Vallecano,France
24.0,N. Redmond,"RM, LM, ST",77,84.0,75.0,70.0,81.0,30.0,60.0,Burnley,England
24.0,A. Oxlade-Chamberlain,CM,77,78.0,74.0,76.0,81.0,67.0,72.0,Beşiktaş,England
24.0,D. D'Ambrosio,CB,77,65.0,56.0,67.0,71.0,78.0,75.0,Monza,Italy
24.0,M. Riemann,GK,77,,,,,,,VfL Bochum 1848,Germany
24.0,Jordi Masip,GK,77,,,,,,,Real Valladolid,Spain
24.0,L. González Pirez,CB,77,70.0,48.0,61.0,66.0,78.0,81.0,River Plate,Argentina
24.0,M. Rojo,CB,77,63.0,60.0,67.0,64.0,76.0,79.0,Boca Juniors,Argentina
24.0,J. Draxler,"LW, CM",77,72.0,75.0,77.0,80.0,58.0,64.0,Paris Saint Germain,Germany
24.0,E. Dier,CB,77,51.0,63.0,68.0,63.0,76.0,81.0,Tottenham Hotspur,England
24.0,G. Caprari,CF,77,84.0,75.0,76.0,82.0,33.0,54.0,Monza,Italy
24.0,R. Knoche,CB,77,34.0,42.0,54.0,50.0,81.0,75.0,FC Union Berlin,Germany
24.0,I. Balliu,RB,77,81.0,51.0,70.0,74.0,72.0,71.0,Rayo Vallecano,Albania
24.0,D. Suárez,"RWB, RB, RM",77,69.0,69.0,72.0,73.0,76.0,75.0,Getafe,Uruguay
24.0,C. Kramer,"CDM, CM",77,48.0,52.0,71.0,72.0,75.0,75.0,Borussia Mönchengladbach,Germany
24.0,J. Blaswich,GK,77,,,,,,,RB Leipzig,Germany
24.0,M. Batshuayi,ST,77,78.0,78.0,62.0,76.0,36.0,79.0,Fenerbahçe,Belgium
24.0,R. Ruidíaz,ST,77,82.0,78.0,65.0,79.0,33.0,67.0,Seattle Sounders,Peru
24.0,Juan Bernat,"LB, LWB",77,72.0,64.0,76.0,82.0,75.0,56.0,Benfica,Spain
24.0,M. Livaja,"CF, ST",77,75.0,79.0,71.0,78.0,38.0,82.0,Hajduk Split,Croatia
24.0,B. Davies,"CB, LB, LWB",77,64.0,58.0,72.0,72.0,78.0,72.0,Tottenham Hotspur,Wales
24.0,J. Ferri,"CDM, CM",77,53.0,65.0,76.0,74.0,70.0,75.0,Montpellier,France
24.0,A. Plea,"CAM, CF, LM",77,70.0,76.0,79.0,78.0,39.0,73.0,Borussia Mönchengladbach,France
24.0,Y. Abdelhamid,CB,77,32.0,33.0,57.0,60.0,78.0,80.0,Stade de Reims,Morocco
24.0,Manu Trigueros,"CM, LM",77,45.0,73.0,78.0,74.0,72.0,64.0,Villarreal,Spain
24.0,M. Weiser,RWB,77,82.0,63.0,74.0,80.0,69.0,68.0,Werder Bremen,Germany
24.0,L. Paredes,"CM, CDM",77,62.0,64.0,81.0,79.0,71.0,75.0,Roma,Argentina
24.0,V. Claesson,CM,77,75.0,73.0,74.0,77.0,65.0,78.0,København,Sweden
24.0,M. Keane,CB,77,52.0,49.0,63.0,61.0,79.0,77.0,Everton,England
24.0,A. Doucouré,"CM, CDM",77,66.0,76.0,70.0,75.0,76.0,80.0,Everton,Mali
24.0,Lucas Torró,"CDM, CM",77,46.0,63.0,69.0,68.0,75.0,75.0,Osasuna,Spain
24.0,B. Djimsiti,CB,77,69.0,39.0,59.0,48.0,78.0,80.0,Atalanta,Albania
24.0,A. Januzaj,"RW, LW",77,76.0,71.0,77.0,82.0,30.0,58.0,Sevilla,Belgium
24.0,Clinton Mata,"RB, CB",77,81.0,61.0,68.0,74.0,75.0,78.0,Olympique Lyonnais,Angola
24.0,D. Machís,LM,77,86.0,76.0,72.0,82.0,38.0,67.0,Cádiz,Venezuela
24.0,J. Quintero,"CAM, RM",77,71.0,75.0,79.0,81.0,38.0,52.0,Racing Club,Colombia
24.0,S. Al Dawsari,LM,77,85.0,73.0,69.0,81.0,51.0,80.0,Al Hilal,Saudi Arabia
24.0,C. Nørgaard,CDM,77,57.0,60.0,69.0,69.0,76.0,79.0,Brentford,Denmark
24.0,Emerson,LB,77,76.0,63.0,75.0,78.0,73.0,64.0,West Ham United,Italy
24.0,D. Cataldi,CDM,77,72.0,71.0,77.0,78.0,73.0,73.0,Lazio,Italy
24.0,Bruma,"LM, LW, RW",77,89.0,73.0,69.0,82.0,32.0,60.0,Sporting Braga,Portugal
24.0,André Gomes,"CDM, CM",77,45.0,67.0,76.0,75.0,72.0,76.0,Everton,Portugal
24.0,N. Stanciu,"CM, CAM",77,76.0,73.0,79.0,79.0,62.0,70.0,Damac,Romania
24.0,D. Kohr,"CDM, CM",77,83.0,63.0,63.0,71.0,78.0,82.0,FSV Mainz 05,Germany
24.0,Y. Gerhardt,CM,77,67.0,70.0,74.0,75.0,71.0,76.0,VfL Wolfsburg,Germany
24.0,Diego Llorente,CB,77,66.0,40.0,63.0,68.0,76.0,77.0,Roma,Spain
24.0,A. Hamdallah,ST,77,68.0,76.0,70.0,74.0,31.0,77.0,Al Ittihad,Morocco
24.0,J. Lerma,"CDM, CM",77,68.0,67.0,68.0,72.0,76.0,79.0,Crystal Palace,Colombia
24.0,J. Mojica,"LB, LWB, LM",77,88.0,65.0,73.0,72.0,72.0,70.0,Osasuna,Colombia
24.0,F. Armani,GK,77,,,,,,,River Plate,Argentina
24.0,J. Correa,"CF, ST",77,68.0,73.0,74.0,83.0,40.0,65.0,Olympique de Marseille,Argentina
24.0,S. Guirassy,ST,77,65.0,77.0,66.0,76.0,38.0,77.0,VfB Stuttgart,Guinea
24.0,A. Petagna,ST,77,58.0,76.0,68.0,75.0,34.0,79.0,Cagliari,Italy
24.0,Y. Sabaly,"RB, RM",77,78.0,54.0,65.0,74.0,74.0,71.0,Real Betis,Senegal
24.0,M. Sportiello,GK,77,,,,,,,Milan,Italy
24.0,I. Bebou,"ST, RM, RW",77,87.0,75.0,68.0,79.0,34.0,64.0,TSG Hoffenheim,Togo
24.0,Paulinho,ST,77,67.0,77.0,65.0,75.0,43.0,80.0,Sporting CP,Portugal
24.0,Sequeira,"LB, CB",77,67.0,60.0,72.0,72.0,77.0,78.0,Pendikspor,Portugal
24.0,D. Djené,"CB, CDM",77,68.0,38.0,61.0,62.0,78.0,77.0,Getafe,Togo
24.0,G. Escalante,"CM, CDM",77,60.0,73.0,74.0,74.0,75.0,74.0,Cádiz,Argentina
24.0,B. Santamaria,"CDM, CM",77,42.0,65.0,72.0,74.0,73.0,73.0,Rennes,France
24.0,M. Vecino,"CM, CDM",77,60.0,72.0,74.0,76.0,77.0,81.0,Lazio,Uruguay
24.0,A. Rebić,"ST, LW, LM",77,80.0,77.0,72.0,77.0,46.0,77.0,Beşiktaş,Croatia
24.0,Diego Rico,LB,77,73.0,55.0,73.0,71.0,76.0,74.0,Getafe,Spain
24.0,D. Gray,"LM, LW",77,86.0,76.0,69.0,81.0,38.0,58.0,Al Ettifaq,Jamaica
24.0,L. Acosta,"CAM, CF",77,79.0,68.0,71.0,83.0,46.0,56.0,Cincinnati,Argentina
24.0,F. Cervi,"LM, RM",77,88.0,67.0,72.0,80.0,55.0,53.0,Celta de Vigo,Argentina
24.0,W. Weghorst,ST,77,56.0,76.0,61.0,68.0,58.0,88.0,TSG Hoffenheim,Netherlands
24.0,J. Bamba,LM,77,83.0,73.0,73.0,79.0,39.0,67.0,Celta de Vigo,France
24.0,Pere Milla,"ST, LM, RM",77,74.0,78.0,69.0,78.0,38.0,62.0,Espanyol,Spain
24.0,Pablo Fornals,"LM, CAM",77,64.0,71.0,78.0,77.0,69.0,71.0,West Ham United,Spain
24.0,V. Janssen,ST,77,70.0,76.0,67.0,71.0,48.0,86.0,Antwerp,Netherlands
24.0,F. Sotoca,"ST, RW",77,73.0,75.0,74.0,73.0,50.0,81.0,Lens,France
24.0,Brian Oliván,"LB, LWB",77,79.0,61.0,72.0,69.0,72.0,76.0,Espanyol,Spain
24.0,A. Bardakçı,CB,77,61.0,32.0,64.0,65.0,78.0,83.0,Galatasaray,Turkey
24.0,Leander Baia,"RB, RM",77,76.0,48.0,69.0,75.0,74.0,70.0,Atlético Mineiro,Brazil
24.0,Enzo Chissano,"LB, RB, CB",77,79.0,62.0,71.0,70.0,74.0,69.0,Palmeiras,Brazil
24.0,Claudio Coíntra,"CAM, CF",77,79.0,73.0,76.0,78.0,27.0,61.0,Palmeiras,Brazil
24.0,Wagner Laranjo,"CDM, CM",77,67.0,72.0,75.0,73.0,74.0,78.0,Palmeiras,Brazil
24.0,Andeson Trigo,"LB, LM, CAM",77,82.0,63.0,75.0,77.0,71.0,65.0,Fluminense,Brazil
24.0,Jadsinho Mei,"CDM, CM",77,58.0,61.0,65.0,58.0,72.0,80.0,Flamengo,Brazil
24.0,Rodrigo Vuarte,"CDM, CM",77,65.0,65.0,70.0,63.0,76.0,77.0,Atlético Mineiro,Brazil
24.0,Victorio Jabim,"RB, RM",77,79.0,54.0,71.0,73.0,75.0,64.0,Palmeiras,Brazil
24.0,Murildo Kauê,LM,77,81.0,63.0,72.0,75.0,37.0,70.0,Palmeiras,Brazil
24.0,Sidney Pessinho,"CDM, CM",77,69.0,62.0,74.0,69.0,76.0,81.0,Internacional,Brazil
24.0,Y. Wissa,"LW, ST",77,85.0,77.0,69.0,78.0,29.0,70.0,Brentford,Congo DR
24.0,G. Konan,LWB,77,81.0,52.0,70.0,74.0,72.0,74.0,Al Fayha,Côte d'Ivoire
24.0,J. Pavlenka,GK,77,,,,,,,Werder Bremen,Czech Republic
24.0,Michael,"LM, RM",77,94.0,69.0,63.0,84.0,28.0,58.0,Al Hilal,Brazil
24.0,A. Nwakaeme,"ST, LM",77,74.0,77.0,74.0,80.0,39.0,81.0,Al Fayha,Nigeria
24.0,K. Furuhashi,ST,77,88.0,78.0,68.0,76.0,48.0,61.0,Celtic,Japan
24.0,T. Holeš,"CB, CDM",77,74.0,70.0,72.0,73.0,76.0,80.0,Slavia Praha,Czech Republic
24.0,J. Juranović,"RWB, LWB",77,85.0,64.0,75.0,74.0,70.0,70.0,FC Union Berlin,Croatia
24.0,R. Højlund,ST,76,85.0,75.0,55.0,74.0,29.0,78.0,Manchester United,Denmark
24.0,S. Ricci,"CDM, CM",76,74.0,55.0,71.0,75.0,72.0,70.0,Torino,Italy
24.0,W. Singo,"RWB, RM, RB",76,80.0,57.0,67.0,73.0,72.0,75.0,Monaco,Côte d'Ivoire
24.0,M. Gusto,RB,76,88.0,49.0,68.0,75.0,68.0,73.0,Chelsea,France
24.0,Abel Ruiz,ST,76,77.0,76.0,69.0,76.0,39.0,71.0,Sporting Braga,Spain
24.0,O. Solet,CB,76,81.0,43.0,57.0,67.0,75.0,85.0,Salzburg,France
24.0,M. Lacroix,CB,76,84.0,33.0,55.0,67.0,77.0,77.0,VfL Wolfsburg,France
24.0,N. Seiwald,"CM, CDM",76,73.0,62.0,74.0,74.0,73.0,74.0,RB Leipzig,Austria
24.0,A. Varela,"CDM, CM",76,67.0,59.0,72.0,71.0,72.0,75.0,Porto,Argentina
24.0,B. Barcola,"RW, ST, RM",76,84.0,73.0,71.0,77.0,31.0,62.0,Paris Saint Germain,France
24.0,João Gomes,"CDM, CM",76,69.0,64.0,71.0,73.0,76.0,73.0,Wolverhampton Wanderers,Brazil
24.0,A. Gomes,"CAM, CDM",76,76.0,70.0,74.0,79.0,71.0,68.0,Lille,England
24.0,J. Ferreira,"ST, CAM",76,84.0,74.0,71.0,77.0,45.0,67.0,Dallas,United States
24.0,M. Damsgaard,"CAM, LW, CM",76,81.0,69.0,71.0,81.0,55.0,65.0,Brentford,Denmark
24.0,N. Okafor,"ST, CAM",76,91.0,74.0,69.0,77.0,31.0,74.0,Milan,Switzerland
24.0,L. Beltrán,ST,76,75.0,76.0,68.0,76.0,46.0,79.0,Fiorentina,Argentina
24.0,O. Kossounou,"CB, RWB",76,78.0,32.0,60.0,66.0,76.0,78.0,Bayer 04 Leverkusen,Côte d'Ivoire
24.0,N. Collins,"CB, RB",76,67.0,30.0,55.0,62.0,77.0,76.0,Brentford,Republic of Ireland
24.0,M. Wieffer,"CDM, CM",76,69.0,64.0,73.0,73.0,72.0,79.0,Feyenoord,Netherlands
24.0,B. Johnson,"RW, ST",76,89.0,74.0,67.0,77.0,41.0,59.0,Tottenham Hotspur,Wales
24.0,C. De Ketelaere,"CAM, ST",76,72.0,73.0,75.0,78.0,57.0,72.0,Atalanta,Belgium
24.0,B. Brobbey,ST,76,82.0,73.0,56.0,71.0,30.0,80.0,Ajax,Netherlands
24.0,Nico González,"CDM, CM",76,66.0,62.0,74.0,75.0,71.0,79.0,Porto,Spain
24.0,A. Truffert,LB,76,74.0,55.0,70.0,74.0,72.0,69.0,Rennes,France
24.0,A. Onana,"CDM, CM",76,73.0,59.0,69.0,71.0,73.0,78.0,Everton,Belgium
24.0,Álex Baena,"CM, LM",76,75.0,76.0,75.0,75.0,68.0,64.0,Villarreal,Spain
24.0,I. Ilić,"CM, CF",76,70.0,72.0,77.0,77.0,66.0,71.0,Torino,Serbia
24.0,N. Zalewski,"RM, LM",76,86.0,60.0,73.0,77.0,60.0,58.0,Roma,Poland
24.0,C. Carter-Vickers,CB,76,75.0,31.0,56.0,69.0,75.0,83.0,Celtic,United States
24.0,N. Pérez,CB,76,57.0,25.0,47.0,51.0,78.0,75.0,Udinese,Argentina
24.0,A. Moreno,"CDM, CM",76,74.0,64.0,72.0,75.0,75.0,68.0,Racing Club,Argentina
24.0,J. Teze,"RB, CB",76,77.0,48.0,64.0,67.0,77.0,80.0,PSV,Netherlands
24.0,L. Barreiro Martins,"CM, CDM",76,68.0,61.0,69.0,80.0,73.0,64.0,FSV Mainz 05,Luxembourg
24.0,Tetê,"RM, RW",76,81.0,72.0,72.0,79.0,41.0,55.0,Galatasaray,Brazil
24.0,A. Hickey,"RB, RWB, LB",76,75.0,55.0,70.0,75.0,73.0,68.0,Brentford,Scotland
24.0,David Carmo,CB,76,54.0,28.0,54.0,51.0,77.0,81.0,Porto,Portugal
24.0,S. Dest,"RB, LB",76,83.0,59.0,73.0,81.0,68.0,66.0,PSV,United States
24.0,T. Pobega,CM,76,76.0,77.0,72.0,76.0,74.0,79.0,Milan,Italy
24.0,Tiago Djaló,CB,76,81.0,42.0,61.0,64.0,76.0,79.0,Lille,Portugal
24.0,A. Ounahi,CM,76,64.0,63.0,72.0,78.0,64.0,69.0,Olympique de Marseille,Morocco
24.0,Danilo,"CDM, CM",76,70.0,62.0,68.0,69.0,73.0,70.0,Nottingham Forest,Brazil
24.0,N. Dorsch,"CDM, CM",76,66.0,72.0,74.0,78.0,72.0,73.0,FC Augsburg,Germany
24.0,E. Cömert,CB,76,73.0,49.0,63.0,57.0,76.0,78.0,Nantes,Switzerland
24.0,O. Wijndal,LB,76,77.0,53.0,74.0,75.0,71.0,71.0,Antwerp,Netherlands
24.0,Cucho Hernández,"ST, RM, LM",76,82.0,75.0,69.0,75.0,42.0,76.0,Columbus Crew,Colombia
24.0,S. Niakaté,"CB, LB",76,72.0,39.0,51.0,64.0,77.0,80.0,Sporting Braga,France
24.0,M. Ojeda,"RM, LM",76,83.0,77.0,73.0,76.0,35.0,64.0,Orlando City,Argentina
24.0,T. Mitchell,LB,76,75.0,39.0,60.0,70.0,75.0,68.0,Crystal Palace,England
24.0,Igor,CB,76,72.0,31.0,50.0,55.0,77.0,85.0,Brighton & Hove Albion,Brazil
24.0,S. Bornauw,CB,76,77.0,45.0,59.0,55.0,76.0,78.0,VfL Wolfsburg,Belgium
24.0,L. Balerdi,CB,76,65.0,36.0,61.0,65.0,76.0,75.0,Olympique de Marseille,Argentina
24.0,D. McNeil,"LM, RM",76,68.0,66.0,75.0,78.0,54.0,66.0,Everton,England
24.0,M. Salisu,CB,76,68.0,36.0,50.0,53.0,77.0,79.0,Monaco,Ghana
24.0,Adrià Pedrosa,LB,76,90.0,60.0,69.0,78.0,69.0,73.0,Sevilla,Spain
24.0,R. Sottil,"LW, RW",76,89.0,66.0,69.0,78.0,34.0,52.0,Fiorentina,Italy
24.0,Álvaro Valles,GK,76,,,,,,,Las Palmas,Spain
24.0,A. Král,"CDM, CM",76,69.0,70.0,71.0,76.0,74.0,79.0,FC Union Berlin,Czech Republic
24.0,Nuno Tavares,"LB, LM",76,86.0,65.0,69.0,74.0,68.0,80.0,Nottingham Forest,Portugal
24.0,L. Ivanušec,"CAM, LW, CM",76,82.0,73.0,71.0,82.0,58.0,73.0,Feyenoord,Croatia
24.0,A. Kalimuendo,ST,76,80.0,75.0,59.0,77.0,29.0,67.0,Rennes,France
24.0,O. Dorley,"CM, LB, LM",76,80.0,57.0,76.0,79.0,73.0,69.0,Slavia Praha,Liberia
24.0,W. Omari,CB,76,65.0,34.0,58.0,62.0,77.0,73.0,Rennes,France
24.0,Vitinha,ST,76,76.0,75.0,62.0,75.0,33.0,81.0,Olympique de Marseille,Portugal
24.0,A. Nübel,GK,76,,,,,,,VfB Stuttgart,Germany
24.0,V. Milinković-Savić,GK,76,,,,,,,Torino,Serbia
24.0,O. Boscagli,CB,76,72.0,49.0,73.0,74.0,77.0,75.0,PSV,France
24.0,K. Grabara,GK,76,,,,,,,København,Poland
24.0,M. Svanberg,"CM, CDM",76,76.0,68.0,75.0,77.0,62.0,69.0,VfL Wolfsburg,Sweden
24.0,M. Wöber,"CB, LB",76,65.0,52.0,67.0,64.0,75.0,79.0,Borussia Mönchengladbach,Austria
24.0,Y. Herrera,"CM, CDM, CAM",76,60.0,72.0,72.0,74.0,76.0,76.0,Girona,Venezuela
24.0,O. Mangala,"CM, CDM",76,63.0,54.0,72.0,82.0,71.0,72.0,Nottingham Forest,Belgium
24.0,Diogo Leite,CB,76,57.0,38.0,51.0,61.0,78.0,75.0,FC Union Berlin,Portugal
24.0,J. Brekalo,"CF, LW, LM",76,77.0,74.0,76.0,81.0,38.0,54.0,Fiorentina,Croatia
24.0,H. Aouar,"CAM, LM, CM",76,69.0,68.0,75.0,80.0,64.0,67.0,Roma,Algeria
24.0,V. Janelt,"CDM, CM",76,67.0,69.0,71.0,72.0,73.0,77.0,Brentford,Germany
24.0,W. McKennie,"CM, CDM, RM",76,72.0,72.0,75.0,77.0,77.0,78.0,Juventus,United States
24.0,A. Matusiwa,"CDM, CM",76,50.0,47.0,63.0,69.0,74.0,79.0,Stade de Reims,Netherlands
24.0,H. Traorè,"LM, LW, CAM",76,79.0,69.0,72.0,78.0,57.0,62.0,AFC Bournemouth,Côte d'Ivoire
24.0,J. Wind,"ST, CF",76,60.0,75.0,71.0,75.0,36.0,78.0,VfL Wolfsburg,Denmark
24.0,M. Kilman,CB,76,61.0,42.0,64.0,63.0,77.0,78.0,Wolverhampton Wanderers,England
24.0,Tuta,CB,76,75.0,49.0,63.0,70.0,75.0,78.0,Eintracht Frankfurt,Brazil
24.0,A. Szalai,CB,76,73.0,45.0,64.0,65.0,76.0,82.0,TSG Hoffenheim,Hungary
24.0,I. De Arruabarrena,GK,76,,,,,,,Arouca,Uruguay
24.0,F. Gatti,CB,76,66.0,35.0,50.0,59.0,78.0,76.0,Juventus,Italy
24.0,P. Gollini,GK,76,,,,,,,Napoli,Italy
24.0,V. Černý,RW,76,89.0,70.0,67.0,79.0,38.0,64.0,VfL Wolfsburg,Czech Republic
24.0,D. Ćaleta-Car,CB,76,56.0,39.0,58.0,60.0,76.0,80.0,Olympique Lyonnais,Croatia
24.0,R. Mandragora,"CM, CDM",76,55.0,66.0,75.0,75.0,74.0,75.0,Fiorentina,Italy
24.0,T. Kehrer,"CB, RB",76,71.0,44.0,65.0,65.0,76.0,75.0,West Ham United,Germany
